user name,user screen name,location,total followers,total friends,total listed,total favorites,total status,is this tweet a quote?,tweet retweet count,favorite count,was this a retweet?,was this favorited,id,created_at,tweet language,text,verified?
,,,,,,,,,,,,,,,,,
b'Soledad Haren',b'Soledad_Haren',"b'New York, LA, Miami, Houston'",291,255,30,1556,9794,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""@PressSec #SarahSuckup's comments about #ElChapo &amp; securing the #Border show how #Clueless she is.  El Chapo had\xe2\x80\xa6 https://t.co/W7KitPoNBo""",FALSE
,,,,,,,,,,,,,,,,,
b'Ulises Praz',b'ulisespraz',b'Mexico',551,420,8,3014,18495,FALSE,872,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @monerorape: Cadena perpetua para El #Chapo  \xc2\xbfCu\xc3\xa1ndo les tocar\xc3\xa1 a Calder\xc3\xb3n y a Garc\xc3\xada Luna, aunque sea, un poquito de justicia? https://\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'(((Karen P)))',b'prengerkfp',b'',955,1498,32,6991,13138,FALSE,969,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @tedcruz: Sen. Ted Cruz (R-TX) has a unique solution for Congress' current border wall pickle: https://t.co/Qfavj7685S\n\nIt\xe2\x80\x99s called the\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'Anne',b'loonyberg',"b'Houston, TX'",1288,1461,14,24413,28931,FALSE,2882,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @grantstern: Trump and his son cry incessantly about El Chapo and their ludicrous border wall, but they're perfectly comfortable with ta\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'#UribistaSigueUribista.',b'PETTRY63',b'Santiago',713,1218,3,4629,51794,FALSE,119,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @K_Ibarguen: Qu\xc3\xa9 lindo, El Chapo culpable de todos los cargos. \nD\xc3\xa9jenme decirles que hasta entiendo a la agencia de viajes @JEP_Colombia\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Brenda Clark',b'ClarkBrenda0214',"b'Lily, KY'",776,1857,26,31242,45025,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""We can build the wall AND have El Chapo pay for it... @tedcruz's #ELCHAPOAct is how. Stand with Ted Cruz and add yo\xe2\x80\xa6 https://t.co/fx3WQWPFBu""",FALSE
,,,,,,,,,,,,,,,,,
b'WELT',b'welt',b'Berlin',1298843,216,6947,2177,351612,FALSE,1,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,de,"b'RT @OlafGersemann: El Chapos Sturz, sagt ein Experte, habe nicht etwa dazu gef\xc3\xbchrt, dass die Gewalt in Mexiko zur\xc3\xbcckgehe. Im Gegenteil, sie\xe2\x80\xa6'",TRUE
,,,,,,,,,,,,,,,,,
b'Steven B.',b'sbarberena1',"b'Florida, USA'",48,313,0,2510,428,FALSE,1803,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @AOCpress: PRESS RELEASE: Congresswoman AOC immediately calls for a full pardon for migrant entrepreneur El Chapo.',FALSE
,,,,,,,,,,,,,,,,,
b'Chris Fl \xf0\x9f\x8c\xb4\xf0\x9f\x8c\xb4\xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f\xf0\x9f\x8c\x9f',b'Chris_A10_USA',b'Non Desistas Non Exieris',53041,52238,35,70020,100794,FALSE,393,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @RodStryker: We're going to finish building the WALL, regardless of what Dems &amp; Rinos want!!!!\n\nSupport @tedcruz to use the Billions of\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'e-news.US',b'e_newsUS',b'United States',2892,2798,7,5,12001,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""El Chapo's trial revealed inner workings of a $14B drug empire - https://t.co/6u6ruSrgEn https://t.co/iyRubBppR4""",FALSE
,,,,,,,,,,,,,,,,,
b'Manuel Talamante',b'ManuelTalaman14',"b'McAllen, TX'",53,575,0,182,91,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'@nacholozano Es mas facil fugarse de TU casa un sabado tipo 10 de la noche , acostado con TU vieja alado , que El C\xe2\x80\xa6 https://t.co/PSR8tpN8R6'",FALSE
,,,,,,,,,,,,,,,,,
b'michael t mckissick',b'mtmckissick53',b'',121,240,0,3512,12321,FALSE,1299,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @DGPurser: In New York, El Chapo, a notorious murderer and gangster, gets a lighter sentence than unborn babies.\n\nHe gets his life, the\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Daily World News',b'dwnreport',b'',108,0,0,0,213787,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'\xe2\x80\x98El Chapo,\xe2\x80\x99 two-time escapee, is likely headed to the \xe2\x80\x98prison of all prisons\xe2\x80\x99 https://t.co/qSUAvoXeUe'",FALSE
,,,,,,,,,,,,,,,,,
b'Delfor',b'montielfo',b'',870,2216,1,11183,21089,FALSE,731,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,b'RT @carolina_rocha_: La pregunta: si el Chapo es culpable Y se lleg\xc3\xb3 al veredicto gracias al testimonio de quienes acusaron tambi\xc3\xa9n a Felip\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'~Woodrow~',b'KingWoodrow',"b'Virginia, USA'",691,677,4,5946,4572,FALSE,6173,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'Jason Oldfield',b'Jaysin13',"b'Largo, FL'",50,240,0,1374,886,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'@billsfanmonica @RadioBrett @rogerontheradio @JPOnYourRadio they have seized 13 billion from El chapo. Ted cruise p\xe2\x80\xa6 https://t.co/H4TfDHnmxI',FALSE
,,,,,,,,,,,,,,,,,
b'Becky Miller Ritchie \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 gab.ai/Becky72',b'BeckyDRitchie',"b'San Diego, CA'",671,593,8,12638,10853,FALSE,3,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @PantherEyez7: L@@king back \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/IB23pvTRlX',FALSE
,,,,,,,,,,,,,,,,,
b'gwiff',b'griff_kun',b'my room',193,134,9,33152,9758,FALSE,621,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @jordanfish: El Chapo, once the most powerful drug trafficker in the world, received a lesser sentence than Ross Ulbricht. \n\n@Free_Ross\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Patricia Allen',b'AllenPla427',b'',247,64,0,23031,23701,FALSE,230,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @TheSharpEdge1: CHICAGO CONNECTIONS Testified At Federal \xe2\x80\x98El Chapo\xe2\x80\x99 Trial.\n\nSeveral men testified they once worked for Chicago connectio\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'\xf0\x9d\x94\xbb\xf0\x9d\x95\x96\xf0\x9d\x95\x96\xf0\x9d\x95\xa1 \xf0\x9d\x95\x84\xf0\x9d\x95\x96\xf0\x9d\x95\x95\xf0\x9d\x95\x9a\xf0\x9d\x95\x92',b'thedeepmedia',"b'""Skeptical scrutiny is the means, in both science and religion, by which deep thoughts can be winnowed from deep nonsense."" - Carl Sagan'",2565,2442,3,111,314,FALSE,3,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @NXIVMNews: This bears investigation at some point as to how much if any was the role of #NIXVM in trafficking drugs, on any level \xe2\x80\x93 as\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Noticias PV',b'noticiaspv',"b'Puerto Vallarta, Jalisco'",4356,27,46,12,86669,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'\xf0\x9f\x94\x98\xe2\x80\x98Nos doli\xc3\xb3\xe2\x80\x99, dicen sinaloenses tras veredicto de culpabilidad al \xe2\x80\x98Chapo\xe2\x80\x99\xe2\x9c\x8d\xf0\x9f\x8f\xbb\xf0\x9f\x93\x8d\n\nhttps://t.co/I60ObRsmkI\n\n#Enterate\xe2\x80\xa6 https://t.co/kLOZvY6W43'",FALSE
,,,,,,,,,,,,,,,,,
b'Susan Thomas',b'S_shine57',"b'SunnySanDiego, Atlanta Native'",10143,10068,106,5820,20969,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'Absolutely!!  DO IT NOW!!  \xe2\xa4\xb5\nAfter El Chapo conviction, use seized $14 BILLION to build border wall? https://t.co/7v7LjEuZtw via @mrwalsh__'",FALSE
,,,,,,,,,,,,,,,,,
b'ROOMY.',b'ravazquez44',b'',183,1634,1,44923,5401,FALSE,826,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @AltStardust: Se confirma que El Chapo Guzm\xc3\xa1n ha sido condenado a Cadena Perpetua.\n\n\xc2\xbfY para cuando caer\xc3\xa1n los narcopresidentes?, El narc\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Ima\xf0\x9f\x8c\x8eWorldWatcher\xf0\x9f\x8c\x8e2',b'ImaWorldWatcher',b'United States',78,166,0,2892,3304,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'Made me chuckle :\n\xf0\x9f\x98\x84 \nCBS News: Ted Cruz wants drug kingpin ""El Chapo"" to fund Trump\'s border wall.\nhttps://t.co/sS8ZQ0QTmq\n\nvia @GoogleNews'",FALSE
,,,,,,,,,,,,,,,,,
b'Kevin Guzman',b'KevGuzzy',"b'Mission, San Francisco'",33,189,0,732,633,FALSE,6173,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'June L',b'LongJunebug793',b'',2262,2551,2,114368,25827,FALSE,443,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @kerpen: I hope @realDonaldTrump will insist that @tedcruz's El Chapo Act be included in the border security/government funding bill.""",FALSE
,,,,,,,,,,,,,,,,,
b'Nancy Ann',b'nancy41557',b'Ohio',1447,1174,0,26419,27011,FALSE,101,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @BigStick2013: Now After El Chapo conviction, Govt. can use seized $14 BILLION to build border wall? https://t.co/JZpDlRqis2'",FALSE
,,,,,,,,,,,,,,,,,
b'Mr.Pink',b'mrpinktv',b'Slums of Shaolin',235,94,1,11737,35598,FALSE,6173,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'Richard Lozano',b'Richard02597852',b'',42,560,0,70,8273,FALSE,229,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @CiroGomezL: \xe2\x80\x9cEl Chapo\xe2\x80\x9d Guzm\xc3\xa1n fue declarado culpable de los 10 cargos que se le imputan. Primero vio con furia al jurado, luego le sonr\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'MyNBC5 (WPTZ)',b'MyNBC5',b'Burlington \xe2\x80\xa2 Plattsburgh',34894,654,617,29,212627,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""Ted Cruz pushes for El Chapo to pay for border wall after drug lord's conviction https://t.co/Vs0KBDvRog https://t.co/mbPtnSnDz8""",TRUE
,,,,,,,,,,,,,,,,,
b'John Sweeney',b'johnsweeney15',"b'Yuma, Arizona USA'",8798,9623,112,4322,17125,FALSE,1,1,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""No escape? El Chapo likely off to 'prison of all prisons'  via KYMA https://t.co/KUbscLJALW""",FALSE
,,,,,,,,,,,,,,,,,
b'Steve Zamor',b'spzamor',b'',191,115,0,17001,3504,FALSE,8358,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'RocktheVote2020',b'Rockthevote2018',"b'Denver, CO'",3688,4974,13,8913,24158,FALSE,595,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @EdKrassen: Ted Cruz wants El Chapo to fund Trump's stupid wall.  \n\nIf you are going to make El Chapo fund anything, how about making hi\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'George Cederholm',b'GeorgeCederholm',"b'Anywhere, USA'",87,255,1,8426,9475,FALSE,122,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @in_pubs: \xe2\x80\x9cTrump aide Sarah Sanders ridiculed for suggesting Mexico border wall would have stopped El Chapo\xe2\x80\x9d\n\nYes. The mighty war lords\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'lil pork bunz',b'GabbyEnsey',"b'Los Angeles, CA'",199,132,0,19823,13372,FALSE,95,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @weismanjake: I've said it before, and I'm saying it again now: \n\nEl Chapo would crush at The Moth""",FALSE
,,,,,,,,,,,,,,,,,
b'jerry',b'hieremies',b'',1042,761,17,3714,50060,TRUE,2947,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @adamcbest: So let me get this straight. Ted Cruz wants to use money seized from El Chapo to fund the wall. The same El Chapo whose cart\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Alan Keith',b'GogaKeith',b'M\xc3\xa9xico',201,1012,0,3342,5892,FALSE,996,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @monerorape: Cadena perpetua para el Chapo, \xc2\xbfy para ellos? Cart\xc3\xb3n en @Milenio https://t.co/PwiZHVJPuG'",FALSE
,,,,,,,,,,,,,,,,,
b'Maria \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 \xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f\xe2\xad\x90\xef\xb8\x8f',b'_MariaBetty',b'United States',31641,31953,0,100796,75384,FALSE,1,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @WDeanShook2: Do you feel sorry for him ???\n\nWATCH: Feds Release Video Of El Chapo Teary-Eyed, Terrified Arriving In NYC https://t.co/jG\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Floridians for Trump',b'TrumpFL',"b'Ponte Vedra Beach, FL'",29506,28264,17,48245,41654,FALSE,2984,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @SenTedCruz: It\xe2\x80\x99s time to pass my EL CHAPO Act. I urge my Senate colleagues to take swift action on this crucial legislation. #SecureThe\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Marion',b'Marion94862795',b'',156,193,0,2878,4639,FALSE,117,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @nw_nicholas: If you don\xe2\x80\x99t know what I\xe2\x80\x99m talking about, in 2012 HSBC paid $1.9bn in US to avoid prosecution for laundering El Chapo\xe2\x80\x99s Si\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'\xe2\x9c\x9e\xe2\x9e\xba\xe1\x97\xb0\xe1\x97\xa9\xe1\x96\x87I\xe1\x92\xaaY\xe1\x91\x8e \xe1\x97\xb7.\xf0\x9f\x87\xba\xf0\x9f\x87\xb8',b'MarilynB777',"b'Location \xe2\x9c\x88: SoCAL, #USA'",34546,32306,191,3225,108764,FALSE,969,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @tedcruz: Sen. Ted Cruz (R-TX) has a unique solution for Congress' current border wall pickle: https://t.co/Qfavj7685S\n\nIt\xe2\x80\x99s called the\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'Mountain Westwick',b'trydagata',b'',17,58,3,76,6268,FALSE,382,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @SenTedCruz: Ted Cruz wants drug kingpin ""El Chapo"" to fund Trump\'s border wall https://t.co/jg6MiKUncN via @CBSPolitics'",FALSE
,,,,,,,,,,,,,,,,,
b'j.mndoza',b'mndozaj24',b'',317,101,1,2578,8550,FALSE,6174,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'Carol Romine',b'CarolRomine16',b'',170,275,0,3948,1773,TRUE,5506,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @SenTedCruz: America\xe2\x80\x99s justice system prevailed today in convicting Joaqu\xc3\xadn Guzm\xc3\xa1n Loera, aka El Chapo, on all 10 counts.  U.S. prosecut\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Renee Shatanoff',b'ReneeVoiceBrand',b'',1254,394,15,266057,281209,FALSE,16,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'RT @latimes: Experts say drug lord Joaquin Guzman, who has escaped two high-security Mexican prisons, is an ideal candidate for \xe2\x80\x9cSupermax\xe2\x80\x9d\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'16 WAPT News',b'16WAPTNews',"b'Jackson, MS'",96923,326,654,1811,159861,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""Ted Cruz pushes for El Chapo to pay for border wall after drug lord's conviction https://t.co/6tw8PDRfj3 https://t.co/P1rr3HmaeF""",TRUE
,,,,,,,,,,,,,,,,,
b'Enriqueta Torres',b'tjcarib82',b'',155,34,1,43144,26347,FALSE,996,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @monerorape: Cadena perpetua para el Chapo, \xc2\xbfy para ellos? Cart\xc3\xb3n en @Milenio https://t.co/PwiZHVJPuG'",FALSE
,,,,,,,,,,,,,,,,,
b'Mariana',b'daniramv',b'Ciudad de M\xc3\xa9xico ',258,464,4,13667,7458,FALSE,996,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @monerorape: Cadena perpetua para el Chapo, \xc2\xbfy para ellos? Cart\xc3\xb3n en @Milenio https://t.co/PwiZHVJPuG'",FALSE
,,,,,,,,,,,,,,,,,
b'Ra\xc3\xbal Alfaro',b'RaulGap85',b'M\xc3\xa9xico',73,1833,0,1986,589,TRUE,66,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @DoliaEstevez: Este \xf0\x9f\x91\x87\xf0\x9f\x8f\xbeSenador texano quiere que el Senado \xf0\x9f\x87\xba\xf0\x9f\x87\xb8apruebe la ""Ley de El Chapo"", autorizando el uso de la fortuna del capo, pre\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Alli67',b'Alli673',b'',2,10,0,7,5,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'If El Chapo had Billions confiscated Why Not use that $$ for Trumps Wall instead of Shutting Down the Government Ag\xe2\x80\xa6 https://t.co/sFmO1kzi0z',FALSE
,,,,,,,,,,,,,,,,,
b'Susan Garren Art Collections \xf0\x9f\x91\xa9\xe2\x80\x8d\xf0\x9f\x8c\xbe',b'SusanGarren',b'USA',1162,880,253,26311,97324,FALSE,992,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @nytimes: The many weeks of testimony at the El Chapo trial have revealed that his innovative smuggling network typically went through l\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'x',b'xavierflocka',"b'Dallas, TX'",1037,728,21,10649,56923,FALSE,6174,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'Simply Louisa',b'Simply_Louisa',b'United States',687,282,7,4638,111994,TRUE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b'Rumor has it that Pelosi is one of the paid politicians name at El Chapo\xe2\x80\x99s trial. If true, that\xe2\x80\x99s why she doesn\xe2\x80\x99t w\xe2\x80\xa6 https://t.co/4FMZi5t1Oi'",FALSE
,,,,,,,,,,,,,,,,,
b'PC: United',b'PCUnitedPage',b'United States',9600,6534,177,44994,99066,TRUE,0,2,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""Rightly so..... El Chapo's digging teams make WWI tunneling efforts look lazy and ineffective.\n\nThis is one of the\xe2\x80\xa6 https://t.co/0YURVjMdnG""",FALSE
,,,,,,,,,,,,,,,,,
b'Michael Mikan',b'MichaelMikan',b'Colombia',305,182,3,70015,26788,FALSE,1254,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,b'RT @JulianFMartinez: Hoy condenaron al Chapo Guzm\xc3\xa1n por narcotr\xc3\xa1fico en Estados Unidos pero nunca se sabr\xc3\xa1 c\xc3\xb3mo lograba sacar toda la coca\xc3\xad\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Anciano Abogados',b'Ancianoabogados',"b'Tuxtla Guti\xc3\xa9rrez, Chiapas'",151,586,1,1315,6884,FALSE,996,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @monerorape: Cadena perpetua para el Chapo, \xc2\xbfy para ellos? Cart\xc3\xb3n en @Milenio https://t.co/PwiZHVJPuG'",FALSE
,,,,,,,,,,,,,,,,,
b'Paco V\xc3\xa1squez',b'pakovasquez',b'Piedras Negras Coahuila',240,240,2,1334,1314,FALSE,0,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'@KentBrockmanMX Ten cuidado Kent, aunque El Chapo este encerrado puede acabar contigo y todo el canal 6'",FALSE
,,,,,,,,,,,,,,,,,
b'Sale el Sol \xe2\x98\x80\xef\xb8\x8f',b'saleelsoltv',b'',96427,1484,117,37008,57303,FALSE,1,3,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,b'\xc2\xa1Culpable! Enrique Villanueva @ElOpinadorTV nos trae todos los detalles de la sentencia a cadena perpetua de Joaqu\xc3\xad\xe2\x80\xa6 https://t.co/KZwNIv96Jx',TRUE
,,,,,,,,,,,,,,,,,
b'Luis Dada',b'LuisDada3',b'',376,558,0,9299,3500,FALSE,77,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @SophyCh_E: Muchos dicen que no hay diferencias entre el Chapo Guzm\xc3\xa1n, Timochenko y su combo de asesinos. Si hay una gran diferencia; y\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'#UribistaSigueUribista.',b'PETTRY63',b'Santiago',713,1218,3,4629,51794,FALSE,1026,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b""RT @CARLOSFMEJIA: Mientras el 'Chapo Guzm\xc3\xa1n' es condenado a cadena perpetua en una c\xc3\xa1rcel de Colorado, aqu\xc3\xad le garantizan impunidad al narc\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'Viral Spiral',b'VSXViralSpiral',b'',8553,540,9,8607,9511,FALSE,268,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,b'RT @eldiariodedross: EL CHAPO: INFINITY\nLa prisi\xc3\xb3n m\xc3\xa1s segura del mundo\nSe encuentra con el prisionero m\xc3\xa1s astuto https://t.co/K8gsyOlaVl',FALSE
,,,,,,,,,,,,,,,,,
b'NRML GRL',b'JaaaaiMarie',b'The Wilderness ',958,1062,2,20314,21947,FALSE,6176,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'jorge mario gomez',b'elcerve0',"b'coconut grove, fl'",297,408,26,38791,30592,TRUE,2947,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @adamcbest: So let me get this straight. Ted Cruz wants to use money seized from El Chapo to fund the wall. The same El Chapo whose cart\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'Joseluispinedamorale',b'Joselui96555030',b'Rosarito BC',48,133,1,3355,3066,FALSE,544,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,"b'RT @fisgonmonero: Condenaron al Chapo a cadena perpetua. Equivoc\xc3\xb3 el rumbo.\nEn el M\xc3\xa9xico neoliberal, muchos cr\xc3\xadmenes no tienen castigo. \nLo\xe2\x80\xa6'",FALSE
,,,,,,,,,,,,,,,,,
b'Keith Henderson',b'keithHenderson1',"b'\xc3\x9cT: 47.077755,-122.337035'",289,678,1,7034,1625,FALSE,969,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @tedcruz: Sen. Ted Cruz (R-TX) has a unique solution for Congress' current border wall pickle: https://t.co/Qfavj7685S\n\nIt\xe2\x80\x99s called the\xe2\x80\xa6""",FALSE
,,,,,,,,,,,,,,,,,
b'Jose Castro',b'castrocities',b'Cabo San Lucas',296,712,3,55848,14297,TRUE,3,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,es,b'RT @nncattan: Tienen que leer este articulo sobre toda la mugre que no fue expuesto en el juicio del Chapo!\nDesde presunta alteracciones de\xe2\x80\xa6',FALSE
,,,,,,,,,,,,,,,,,
b'\xe2\x9d\x8cDeplorable NRA Leatherneck',b'wgbradbury',b'Indiana',54618,59275,328,44964,107496,FALSE,6232,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,"b""RT @tedcruz: Let's pass the EL CHAPO Act and make El Chapo pay to secure our border: https://t.co/xBCc6dVaR2""",FALSE
,,,,,,,,,,,,,,,,,
b'Edward',b'evhendee1950',b'',160,381,7,4452,5464,FALSE,8359,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @charliekirk11: Why don\xe2\x80\x99t we use the $14 BILLION we seized from El Chapo to fund the wall?\n\n\xf0\x9f\xa4\x94',FALSE
,,,,,,,,,,,,,,,,,
b'maanny\xf0\x9f\xa4\x99\xf0\x9f\x8f\xbd',b'maaaanny_99',b'',310,1175,0,1808,1583,FALSE,6176,0,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,en,b'RT @HOMEBOY187_: Inmates: are you breaking out again? \n\nEl Chapo: https://t.co/1LiEXPnan1',FALSE
,,,,,,,,,,,,,,,,,
b'English with Mike',b'inglesconmike',b'Madrid',85,14,0,179,2503,FALSE,0,1,FALSE,FALSE,1.09573E+18,2/13/2019 17:17,tl,"b""Well I DIDN'T SEE THAT COMING\n\nEl Chapo trial: Mexican drug lord Joaqu\xc3\xadn Guzm\xc3\xa1n found guilty\nhttps://t.co/vedtnZd5VZ""",FALSE
,,,,,,,,,,,,,,,,,
